CA Well Results [Active Wells only],,,,,,,,,,,,,,,,,,,,,,,,,,,
 County:Los Angeles 037,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
District #,Formatted API #,Operator Name,Operator Code,Field Name,Field Code,API #,Lease Name,Well #,Well Status,Pool WellTypes,Section,Township,Range,Base Meridian,Area Code,Area Name,Latitude,Longitude,GISSourceCode,DatumCode,BLMWell,DryHole,Directional,Hydraulically Fractured,SPUD Date,Completion Date,Abandoned Date
1,037-26747,"Warren E&P, Inc.",W0325,Wilmington,849,03726747,WTU,2383,A,OG,33,04S,13W,SB,03,Fault Block I,33.782304,-118.255738,opr,83,N,N,Y, ,05/28/2006,07/24/2006,
1,037-26750,"Warren E&P, Inc.",W0325,Wilmington,849,03726750,WTU,2244 I,A,WF,33,04S,13W,SB,03,Fault Block I,33.78265194,-118.2555378,gps,83,N,N,N, ,,,
1,037-26751,"Warren E&P, Inc.",W0325,Wilmington,849,03726751,WTU,2254 I,A,WF,33,04S,13W,SB,03,Fault Block I,33.78281741,-118.2555508,gps,83,N,N,N, ,,,
1,037-26752,"Warren E&P, Inc.",W0325,Wilmington,849,03726752,WTU,2388,A,OG,33,04S,13W,SB,03,Fault Block I,33.782387,-118.255744,opr,83,N,N,Y, ,06/23/2006,08/11/2006,
1,037-26753,"Warren E&P, Inc.",W0325,Wilmington,849,03726753,WTU,2393,A,OG,33,04S,13W,SB,03,Fault Block I,33.782469,-118.25575,opr,83,N,N,N, ,,,
1,037-26754,"Warren E&P, Inc.",W0325,Wilmington,849,03726754,WTU,2398,A,OG,33,04S,13W,SB,03,Fault Block I,33.782551,-118.255757,opr,83,N,N,N, ,,,
1,037-26757,Tidelands Oil Production Co.,T2975,Wilmington,849,03726757,,UP896,A,OG,3,05S,13W,SB,15,Fault Block III,33.763428,-118.230684,opr,83,N,N,N, ,,,
1,037-26759,Tidelands Oil Production Co.,T2975,Wilmington,849,03726759,,UP-867,A,OG,3,05S,13W,SB,15,Fault Block III,33.767029,-118.224991,opr,83,N,N,Y, ,09/12/2006,09/10/2014,
1,037-26760,Tidelands Oil Production Co.,T2975,Wilmington,849,03726760,,UP-899,A,OG,3,05S,13W,SB,12,Fault Block II-B,33.763365,-118.230657,opr,83,N,N,N, ,,,
1,037-26763,Matrix Oil Corporation,M2600,Whittier,836,03726763,,S-25,A,OG,17,02S,11W,SB,09,Rideout Heights,34.00327,-118.05105,opr,  ,N,N,N, ,,,
1,037-26764,Matrix Oil Corporation,M2600,Whittier,836,03726764,,S-26,A,OG,17,02S,11W,SB,09,Rideout Heights,34.0032613,-118.0511151,opr,  ,N,N,N, ,,,
1,037-26765,Matrix Oil Corporation,M2600,Whittier,836,03726765,,S-27,A,OG,17,02S,11W,SB,09,Rideout Heights,34.0032485,-118.0511717,opr,  ,N,N,N, ,,,
1,037-26766,Matrix Oil Corporation,M2600,Whittier,836,03726766,,S-28,A,OG,17,02S,11W,SB,09,Rideout Heights,34.0032549,-118.0511432,opr,  ,N,N,N, ,,,
1,037-22767,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722767,Wnf-I,31,I,OG,20,04S,13W,SB,03,Fault Block I,33.80506407,-118.2721304,gps,83,N,N,Y, ,,01/31/2015,
1,037-22768,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722768,Wnf-I,33,A,WF,20,04S,13W,SB,03,Fault Block I,33.80510869,-118.2721328,gps,83,N,N,Y, ,,,
1,037-22769,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722769,Wnf-I,36,A,WF,20,04S,13W,SB,03,Fault Block I,33.80517155,-118.2721278,gps,83,N,N,Y, ,,,
1,037-22770,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03722770,VRU,257,I,OG,8,02S,14W,SB,00,Any Area,34.01068876,-118.3744459,gps,83,N,N,N, ,,,
1,037-22771,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03722771,VIC-VRU-LW,214,A,WF,8,02S,14W,SB,00,Any Area,34.00781593,-118.3773347,gps,83,N,N,N, ,,03/19/2012,
1,037-22776,Beverly Hills Unified School District,B4325,Beverly Hills,054,03722776,O.S.,14,A,WF,25,01S,15W,SB,06,West,34.05981179,-118.4104708,   ,  ,N,N,Y, ,,,
1,037-22777,THUMS Long Beach Co.,T2900,Wilmington,849,03722777,,B-765 I,A,WF,8,05S,12W,SB,42,Fault Block VII,33.753365,-118.160202,opr,83,N,N,Y, ,,09/16/2012,
1,037-22781,THUMS Long Beach Co.,T2900,Wilmington,849,03722781,,B-759,A,OG,8,05S,12W,SB,42,Fault Block VII,33.753339,-118.160253,opr,83,N,N,Y, ,,,
1,037-22787,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722787,Wnf-I,34,A,OG,20,04S,13W,SB,03,Fault Block I,33.80513074,-118.2721322,gps,83,N,N,Y, ,,,
1,037-22790,Brea Canon Oil Co.,B6100,Torrance,782,03722790,South Torrance Unit,C-39,A,OG,30,04S,13W,SB,06,Onshore,33.80147547,-118.2885076,gps,83,N,N,N, ,,,
1,037-22791,Brea Canon Oil Co.,B6100,Torrance,782,03722791,South Torrance Unit,C-40,A,OG,30,04S,13W,SB,06,Onshore,33.801513,-118.2883672,gps,83,N,N,N, ,,,
1,037-22792,Brea Canon Oil Co.,B6100,Torrance,782,03722792,South Torrance Unit,C-41-W,I,WF,30,04S,13W,SB,06,Onshore,33.79862832,-118.2837651,gps,83,N,N,Y, ,,,
1,037-22794,THUMS Long Beach Co.,T2900,Wilmington,849,03722794,,B-769 I,A,WF,8,05S,12W,SB,42,Fault Block VII,33.753379,-118.160161,opr,83,N,N,Y, ,,,
1,037-22795,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722795,Wnf-I,35,A,OG,20,04S,13W,SB,03,Fault Block I,33.80515109,-118.2721288,gps,83,N,N,Y, ,,,
1,037-22796,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722796,Wnf-I,37,A,OG,20,04S,13W,SB,03,Fault Block I,33.80519279,-118.2721303,gps,83,N,N,Y, ,,,
1,037-22814,Tidelands Oil Production Co.,T2975,Wilmington,849,03722814,,167-W,A,WF,35,04S,13W,SB,18,Fault Block IV,33.777564,-118.219002,opr,83,N,N,Y, ,,,
1,037-22815,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722815,Wnf-I,57,A,OG,29,04S,13W,SB,03,Fault Block I,33.80005212,-118.2727403,gps,83,N,N,Y, ,,,
1,037-22816,Tidelands Oil Production Co.,T2975,Wilmington,849,03722816,,3R41C,I,WF,34,04S,13W,SB,15,Fault Block III,33.780959,-118.231342,opr,83,N,N,Y, ,,,
1,037-22820,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722820,Wnf-I,44,I,"OG, WF",20,04S,13W,SB,03,Fault Block I,33.80535655,-118.2721357,gps,83,N,N,Y, ,,,
1,037-22826,THUMS Long Beach Co.,T2900,Wilmington,849,03722826,,B-137,A,OG,8,05S,12W,SB,45,Fault Block VIII,33.753368,-118.158771,opr,83,N,N,Y, ,02/16/1983,,
1,037-22834,THUMS Long Beach Co.,T2900,Wilmington,849,03722834,,A-718 I,A,WF,7,05S,12W,SB,39,Fault Block VI,33.759568,-118.182628,opr,83,N,N,Y, ,,,
1,037-22835,THUMS Long Beach Co.,T2900,Wilmington,849,03722835,,A-720 I,A,WF,7,05S,12W,SB,39,Fault Block VI,33.759583,-118.182622,opr,83,N,N,Y, ,,,
1,037-22837,THUMS Long Beach Co.,T2900,Wilmington,849,03722837,,B-767 I,A,WF,8,05S,12W,SB,42,Fault Block VII,33.753373,-118.160179,opr,83,N,N,Y, ,,,
1,037-22838,THUMS Long Beach Co.,T2900,Wilmington,849,03722838,,B-775 I,A,WF,8,05S,12W,SB,42,Fault Block VII,33.753395,-118.160105,opr,83,N,N,Y, ,,,
1,037-22841,Tidelands Oil Production Co.,T2975,Wilmington,849,03722841,,3R43C,A,WF,34,04S,13W,SB,15,Fault Block III,33.780802,-118.233585,opr,83,N,N,N, ,,,
1,037-22846,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722846,Wnf-I,19,A,WF,19,04S,13W,SB,03,Fault Block I,33.80503073,-118.2749555,gps,83,N,N,Y, ,10/12/2014,12/21/2014,
1,037-22853,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722853,Wnf-I,18,A,OG,19,04S,13W,SB,03,Fault Block I,33.80503242,-118.2749229,gps,83,N,N,Y, ,,,
1,037-22858,THUMS Long Beach Co.,T2900,Wilmington,849,03722858,,B-771 ,I,WF,8,05S,12W,SB,42,Fault Block VII,33.753384,-118.160142,opr,83,N,N,Y, ,,,
1,037-22859,THUMS Long Beach Co.,T2900,Wilmington,849,03722859,,B-773,A,OG,8,05S,12W,SB,42,Fault Block VII,33.75339,-118.160124,opr,83,N,N,Y, ,,,
1,037-22861,"PS126 Investments, LLC",P4745,Los Angeles City,422,03722861,McAlmond,5,I,OG,20,01S,13W,SB,00,Any Area,34.06400764,-118.2625702,gps,83,N,N,Y, ,,,
1,037-25207,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725207,BC,648,A,WF,17,02S,14W,SB,00,Any Area,33.997383,-118.362178,hud,83,N,N,N, ,,,
1,037-25208,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725208,Stocker,651,I,OG,16,02S,14W,SB,00,Any Area,33.994194,-118.359423,hud,83,N,N,N, ,,,
1,037-25219,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725219,VRU,282,A,OG,8,02S,14W,SB,00,Any Area,34.005712,-118.374032,hud,83,N,N,N, ,,,
1,037-25220,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725220,VRU,283,A,OG,8,02S,14W,SB,00,Any Area,34.010399,-118.376411,hud,83,N,N,N, ,,,
1,037-25221,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725221,VRU,284,A,WF,8,02S,14W,SB,00,Any Area,34.012811,-118.376637,hud,83,N,N,N, ,,,
1,037-25222,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725222,TVIC,271,A,WF,7,02S,14W,SB,00,Any Area,34.012608,-118.383881,hud,83,N,N,N, ,,,
1,037-25225,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725225,LAI 1,379,A,WF,17,02S,14W,SB,00,Any Area,34.001976,-118.370249,hud,83,N,N,N, ,,,
1,037-25227,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725227,LAI 1,380,A,OG,17,02S,14W,SB,00,Any Area,34.002114,-118.37444,hud,83,N,N,Y, ,,,
1,037-25229,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725229,LAI 1,381,A,OG,17,02S,14W,SB,00,Any Area,34.002256,-118.368762,hud,83,N,N,N, ,,,
1,037-25230,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725230,LAI 1,382,A,WF,8,02S,14W,SB,00,Any Area,34.00389,-118.373311,hud,83,N,N,N, ,,,
1,037-25235,Featherstone & Preston Inc.,02904,Long Beach,412,03725235,Featherstone,9-X1,I,OG,24,04S,13W,SB,03,Northwest Extension,0,0,unk,83,N,N,N, ,,,
1,037-25238,Sentinel Peak Resources California LLC,S2641,Salt Lake,640,03725238,,S-94,A,OG,20,01S,14W,SB,00,Any Area,34.07502176,-118.3779696,gps,83,N,N,N, ,,,
1,037-25244,Sentinel Peak Resources California LLC,S2641,Salt Lake,640,03725244,,S-95,A,OG,20,01S,14W,SB,00,Any Area,34.07501556,-118.3780863,gps,83,N,N,N, ,,,
1,037-25251,Tidelands Oil Production Co.,T2975,Wilmington,849,03725251,,3R-047,A,WF,3,05S,13W,SB,15,Fault Block III,33.766239,-118.224872,opr,83,N,N,Y, ,03/31/2001,,
1,037-25252,Tidelands Oil Production Co.,T2975,Wilmington,849,03725252,,W-296,A,OG,10,05S,13W,SB,15,Fault Block III,33.759544,-118.23221,opr,83,N,N,N, ,,,
1,037-25253,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725253,VRU-LAI-LW,218,A,WF,5,02S,14W,SB,00,Any Area,34.00664282,-118.3723549,gps,83,N,N,N, ,,,
1,037-25255,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725255,LAI 1,383,A,WF,17,02S,14W,SB,00,Any Area,34.00064,-118.37289,gps,83,N,N,N, ,,,
1,037-25256,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725256,TVIC,272,A,WF,7,02S,14W,SB,00,Any Area,34.01258,-118.384362,hud,83,N,N,N, ,,,
1,037-25259,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725259,LAI-BC-LW,404,A,OG,17,02S,14W,SB,00,Any Area,33.999053,-118.373225,hud,83,N,N,N, ,,,
1,037-25260,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725260,BC,649,A,OG,16,02S,14W,SB,00,Any Area,33.998863,-118.359838,hud,83,N,N,Y, ,,,
1,037-25261,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725261,BC-LAI-1,441,A,OG,17,02S,14W,SB,00,Any Area,33.998009,-118.362575,hud,83,N,N,N, ,,,
1,037-25265,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725265,BC-LAI-COMM-1-STK,1,A,OG,16,02S,14W,SB,00,Any Area,33.997439,-118.359264,hud,83,N,N,N, ,,,
1,037-25266,Sentinel Peak Resources California LLC,S2641,Montebello,478,03725266,Baldwin,237,A,OG,6,02S,11W,SB,03,Main,34.03373666,-118.077955,opr,83,N,N,N, ,,,
1,037-25267,Sentinel Peak Resources California LLC,S2641,Montebello,478,03725267,Baldwin-Temple L.W.,11,I,WF,6,02S,11W,SB,03,Main,34.033563,-118.079238,hud,83,N,N,Y, ,,,
1,037-25268,Sentinel Peak Resources California LLC,S2641,Montebello,478,03725268,Baldwin,239,A,OG,6,02S,11W,SB,03,Main,34.03350467,-118.0787082,opr,83,N,N,N, ,,,
1,037-25269,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725269,BC-LAI-1-LW,442,A,OG,16,02S,14W,SB,00,Any Area,33.99717,-118.362402,hud,83,N,N,N, ,,,
1,037-25270,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725270,LAI 1,384,A,OG,17,02S,14W,SB,00,Any Area,33.99598,-118.365231,hud,83,N,N,N, ,,,
1,037-25271,Tidelands Oil Production Co.,T2975,Wilmington,849,03725271,,UP882,A,OG,34,04S,13W,SB,18,Fault Block IV,33.776564,-118.227172,opr,83,N,N,N, ,,,
1,037-25272,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725272,BC,650,A,OG,17,02S,14W,SB,00,Any Area,33.999651,-118.365438,hud,83,N,N,N, ,,,
1,037-25273,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03725273,STK-LAI-LW,502,A,OG,16,02S,14W,SB,00,Any Area,33.994024,-118.360591,hud,83,N,N,N, ,,,
1,037-26769,"Warren E&P, Inc.",W0325,Wilmington,849,03726769,WTU,2507,A,OG,32,04S,13W,SB,03,Fault Block I,33.780662,-118.256864,opr,83,N,N,N, ,,,
1,037-26770,"Warren E&P, Inc.",W0325,Wilmington,849,03726770,WTU,2511,A,OG,32,04S,13W,SB,03,Fault Block I,33.780728,-118.256868,opr,83,N,N,N, ,,,
1,037-26771,"Warren E&P, Inc.",W0325,Wilmington,849,03726771,WTU,2553,A,OG,32,04S,13W,SB,03,Fault Block I,33.780554,-118.256876,opr,83,N,N,N, ,,,
1,037-26772,"Warren E&P, Inc.",W0325,Wilmington,849,03726772,WTU,2557,A,OG,32,04S,13W,SB,03,Fault Block I,33.78062,-118.256881,opr,83,N,N,N, ,,,
1,037-26778,Tidelands Oil Production Co.,T2975,Wilmington,849,03726778,,UP897,A,OG,3,05S,13W,SB,15,Fault Block III,33.762672,-118.230102,opr,83,N,N,Y, ,,,
1,037-26779,"Warren E&P, Inc.",W0325,Wilmington,849,03726779,WTU,2593,A,OG,32,04S,13W,SB,03,Fault Block I,33.781212,-118.256926,opr,83,N,N,N, ,09/07/2006,10/18/2006,
1,037-26780,"Warren E&P, Inc.",W0325,Wilmington,849,03726780,WTU,2320 I,A,WF,33,04S,13W,SB,03,Fault Block I,33.78258516,-118.2557567,gps,83,N,N,N, ,,,
1,037-26781,"Warren E&P, Inc.",W0325,Wilmington,849,03726781,WTU,2329 I,I,WF,33,04S,13W,SB,03,Fault Block I,33.7827248,-118.2557499,opr,83,N,N,Y, ,,,
1,037-26782,"Warren E&P, Inc.",W0325,Wilmington,849,03726782,WTU,2326,A,OG,33,04S,13W,SB,03,Fault Block I,33.782676,-118.255746,opr,83,N,N,N, ,,,
1,037-26783,"Warren E&P, Inc.",W0325,Wilmington,849,03726783,WTU,2401,A,OG,33,04S,13W,SB,03,Fault Block I,33.7826,-118.255761,opr,83,N,N,N, ,,,
1,037-26784,"Warren E&P, Inc.",W0325,Wilmington,849,03726784,WTU,2597,A,OG,32,04S,13W,SB,03,Fault Block I,33.781278,-118.256931,opr,83,N,N,N, ,,,
1,037-26785,"Warren E&P, Inc.",W0325,Wilmington,849,03726785,WTU,2407,A,OG,33,04S,13W,SB,03,Fault Block I,33.782699,-118.255768,opr,83,N,N,N, ,,,
1,037-26786,"Warren E&P, Inc.",W0325,Wilmington,849,03726786,WTU,2410,A,OG,33,04S,13W,SB,03,Fault Block I,33.782748,-118.255772,opr,83,N,N,N, ,,,
1,037-26787,"Warren E&P, Inc.",W0325,Wilmington,849,03726787,WTU,2539,A,OG,32,04S,13W,SB,03,Fault Block I,33.781189,-118.256904,opr,83,N,N,Y, ,02/27/2007,03/22/2007,
1,037-26788,"Warren E&P, Inc.",W0325,Wilmington,849,03726788,WTU,2404 I,A,WF,33,04S,13W,SB,03,Fault Block I,33.7826569,-118.2557832,gps,83,N,N,Y, ,,,
1,037-26789,Tidelands Oil Production Co.,T2975,Wilmington,849,03726789,,UP-898,A,OG,34,04S,13W,SB,15,Fault Block III,33.775294,-118.231016,opr,83,N,N,N, ,,,
1,037-26790,"Warren E&P, Inc.",W0325,Wilmington,849,03726790,WTU,2323 I,A,WF,33,04S,13W,SB,03,Fault Block I,33.7826262,-118.255742,opr,83,N,N,N, ,,,
1,037-26791,"Warren E&P, Inc.",W0325,Wilmington,849,03726791,WTU,2573,A,OG,32,04S,13W,SB,03,Fault Block I,33.780883,-118.256901,opr,83,N,N,N, ,,,
1,037-26792,"Warren E&P, Inc.",W0325,Wilmington,849,03726792,WTU,2519,A,OG,32,04S,13W,SB,03,Fault Block I,33.78086,-118.256879,opr,83,N,N,N, ,,,
1,037-26793,"Warren E&P, Inc.",W0325,Wilmington,849,03726793,WTU,2332,A,WF,33,04S,13W,SB,03,Fault Block I,33.7827561,-118.2548494,unk,83,N,N,Y, ,,,
1,037-26794,"Warren E&P, Inc.",W0325,Wilmington,849,03726794,WTU,2565,A,OG,33,04S,13W,SB,03,Fault Block I,33.780752,-118.256891,opr,83,N,N,N, ,,,
1,037-26795,"Warren E&P, Inc.",W0325,Wilmington,849,03726795,WTU,2413,A,WF,33,04S,13W,SB,03,Fault Block I,33.7827978,-118.2557762,sum,83,N,N,Y, ,,,
1,037-26799,"Warren E&P, Inc.",W0325,Wilmington,849,03726799,WTU,2515,A,OG,32,04S,13W,SB,09,Fault Block II-A,33.780794,-118.256874,opr,83,N,N,Y, ,,,
1,037-26801,"Warren E&P, Inc.",W0325,Wilmington,849,03726801,WTU,2527,A,OG,32,04S,13W,SB,03,Fault Block I,33.780992,-118.256889,opr,83,N,N,N, ,,,
1,037-26802,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03726802,BC,120,A,OG,8,02S,14W,SB,00,Any Area,34.00429329,-118.3653054,opr,83,N,N,N, ,,,
1,037-26803,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03726803,VRU,302,A,OG,8,02S,14W,SB,00,Any Area,34.00620984,-118.3703181,opr,83,N,N,N, ,,,
1,037-26812,Tidelands Oil Production Co.,T2975,Wilmington,849,03726812,,UP869,I,OG,4,05S,13W,SB,03,Fault Block I,33.76389,-118.243215,opr,83,N,N,N, ,,,
1,037-26813,Tidelands Oil Production Co.,T2975,Wilmington,849,03726813,,UP868,A,OG,4,05S,13W,SB,06,Fault Block II,33.76335,-118.24208,opr,83,N,N,N, ,,,
1,037-26814,Tidelands Oil Production Co.,T2975,Wilmington,849,03726814,,2AU49,A,WF,4,05S,13W,SB,06,Fault Block II,33.760349,-118.2403,opr,83,N,N,Y, ,,,
1,037-26817,Tidelands Oil Production Co.,T2975,Wilmington,849,03726817,,UP895,A,WF,4,05S,13W,SB,06,Fault Block II,33.763127,-118.242001,opr,83,N,N,Y, ,,,
1,037-26821,Sentinel Peak Resources California LLC,S2641,Montebello,478,03726821,Baldwin,1-1,A,WF,1,02S,12W,SB,03,Main,34.02764537,-118.0849371,opr,83,N,N,Y, ,,,
1,037-26822,Sentinel Peak Resources California LLC,S2641,Montebello,478,03726822,Baldwin,1-2,A,WF,1,02S,12W,SB,03,Main,34.02761785,-118.0849174,opr,83,N,N,Y, ,,,
1,037-22865,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722865,Wnf-I,56,A,OG,29,04S,13W,SB,03,Fault Block I,33.80003824,-118.2727225,gps,83,N,N,Y, ,,,
1,037-22867,Sentinel Peak Resources California LLC,S2641,Inglewood,324,03722867,WRZU,391,A,OG,8,02S,14W,SB,00,Any Area,34.00846667,-118.3767924,gps,83,N,N,N, ,,,
1,037-22871,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722871,Wnf-I,54,I,OG,29,04S,13W,SB,03,Fault Block I,33.80001782,-118.2726788,gps,83,N,N,Y, ,,,
1,037-22874,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722874,Wnf-I,53,A,OG,29,04S,13W,SB,03,Fault Block I,33.79999739,-118.2726582,gps,83,N,N,Y, ,,,
1,037-22884,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722884,Wnf-I,50,A,OG,29,04S,13W,SB,03,Fault Block I,33.79995991,-118.2725922,gps,83,N,N,Y, ,,,
1,037-22885,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722885,Wnf-I,51,A,OG,29,04S,13W,SB,03,Fault Block I,33.79997435,-118.2726156,gps,83,N,N,Y, ,,,
1,037-22886,E & B Natural Resources Management Corporation,E0100,Wilmington,849,03722886,Wnf-I,49,A,OG,29,04S,13W,SB,03,Fault Block I,33.79994149,-118.2725702,gps,83,N,N,Y, ,,,
1,037-22887,Brea Canon Oil Co.,B6100,Torrance,782,03722887,Joughin Unit,17-DI,A,WF,24,04S,14W,SB,06,Onshore,33.80917083,-118.2980172,gps,83,N,N,Y, ,,,
1,037-22899,THUMS Long Beach Co.,T2900,Wilmington,849,03722899,,A-815,A,OG,7,05S,12W,SB,39,Fault Block VI,33.759976,-118.182152,opr,83,N,N,Y, ,,,
1,037-22905,Southern California Gas Company,S4700,Playa Del Rey,554,03722905,So Cal,5,A,GS,27,02S,15W,SB,03,Del Rey Hills,33.9626884,-118.4388693,sum,83,N,N,Y, ,,,
1,037-22908,THUMS Long Beach Co.,T2900,Wilmington,849,03722908,,B-763,A,OG,8,05S,12W,SB,42,Fault Block VII,33.753356,-118.160219,opr,83,N,N,Y, ,,,
1,037-22910,THUMS Long Beach Co.,T2900,Wilmington,849,03722910,,B-761,A,OG,8,05S,12W,SB,42,Fault Block VII,33.753348,-118.160236,opr,83,N,N,N, ,,,
1,037-22911,THUMS Long Beach Co.,T2900,Wilmington,849,03722911,,B-807 I,A,WF,8,05S,12W,SB,42,Fault Block VII,33.753416,-118.160007,opr,83,N,N,Y, ,,,
1,037-22912,Tidelands Oil Production Co.,T2975,Wilmington,849,03722912,,M660D,A,OG,35,04S,13W,SB,18,Fault Block IV,33.77757,-118.219022,opr,83,N,N,N, ,,,
1,037-22913,BreitBurn Operating LP,B6131,Santa Fe Springs,666,03722913,Baker-Humble 2,8R,I,OG,5,03S,11W,SB,00,Any Area,33.93419434,-118.0589439,gps,83,N,N,N, ,,,
1,037-22916,THUMS Long Beach Co.,T2900,Wilmington,849,03722916,,B-812 I,A,WF,8,05S,12W,SB,42,Fault Block VII,33.753404,-118.159953,opr,83,N,N,Y, ,,,
1,037-22921,Southern California Gas Company,S4700,Playa Del Rey,554,03722921,So Cal,6,A,GS,27,02S,15W,SB,03,Del Rey Hills,33.96242083,-118.438946,sum,83,N,N,Y, ,,,
1,037-22922,THUMS Long Beach Co.,T2900,Wilmington,849,03722922,,A-811,A,OG,7,05S,12W,SB,39,Fault Block VI,33.759968,-118.182191,opr,83,N,N,Y, ,,,
1,037-22925,THUMS Long Beach Co.,T2900,Wilmington,849,03722925,,A-813 I,A,WF,7,05S,12W,SB,39,Fault Block VI,33.759972,-118.182172,opr,83,N,N,Y, ,,,
2,037-22927,"Berry Petroleum Company, LLC",B3930,Placerita,550,03722927,Orwig,T-13,I,"OG, SC",31,04N,15W,SB,00,Any Area,34.38907502,-118.4958677,gps,83,N,N,Y, ,05/29/1984,,
2,037-22928,"Berry Petroleum Company, LLC",B3930,Placerita,550,03722928,Orwig,T-14,A,"OG, SC",31,04N,15W,SB,00,Any Area,34.38991178,-118.4970548,gps,83,N,N,Y, ,06/02/1984,,
2,037-22929,"Berry Petroleum Company, LLC",B3930,Placerita,550,03722929,Orwig,T-15,A,"OG, SC",31,04N,15W,SB,00,Any Area,34.38909924,-118.4963729,gps,83,N,N,Y, ,05/17/1984,,
2,037-22930,"Berry Petroleum Company, LLC",B3930,Placerita,550,03722930,Orwig,T-16,I,"OG, SC",31,04N,15W,SB,00,Any Area,34.38996382,-118.4969546,gps,83,N,N,Y, ,,,
2,037-22931,"Berry Petroleum Company, LLC",B3930,Placerita,550,03722931,Orwig,T-17,I,"OG, SC",31,04N,15W,SB,00,Any Area,34.38997038,-118.4968609,gps,83,Y,N,Y, ,,,
2,037-22932,"Berry Petroleum Company, LLC",B3930,Placerita,550,03722932,Orwig,T-18,A,"OG, SC",31,04N,15W,SB,00,Any Area,34.39000379,-118.4967421,gps,83,N,N,Y, ,05/06/1984,,
2,037-22933,"Berry Petroleum Company, LLC",B3930,Placerita,550,03722933,Orwig,T-19,I,"OG, SC",31,04N,15W,SB,00,Any Area,34.38909195,-118.4962835,gps,83,N,N,Y, ,05/21/1984,,
2,037-22934,"Berry Petroleum Company, LLC",B3930,Placerita,550,03722934,Orwig,T-20,A,"OG, SC",31,04N,15W,SB,00,Any Area,34.39058827,-118.4931401,gps,27,N,N,Y, ,05/12/1984,,
2,037-22935,"Berry Petroleum Company, LLC",B3930,Placerita,550,03722935,Orwig,T-21,A,SF,31,04N,15W,SB,00,Any Area,34.38906558,-118.4962009,gps,83,N,N,Y, ,,,
2,037-22937,California Resources Production Corporation,C0885,Wayside Canyon,824,03722937,Wayside Canyon Unit,52,I,OG,32,05N,16W,SB,00,Any Area,34.46957412,-118.5791937,gps,83,N,N,N, ,11/30/1983,,
2,037-22938,California Resources Production Corporation,C0885,Wayside Canyon,824,03722938,Wayside Canyon Unit,53,A,OG,32,05N,16W,SB,00,Any Area,34.47091371,-118.5799949,gps,83,N,N,N, ,05/14/1983,,
1,037-26823,Sentinel Peak Resources California LLC,S2641,Montebello,478,03726823,Baldwin,1-3,A,WF,1,02S,12W,SB,03,Main,34.02759308,-118.0848977,opr,83,N,N,N, ,,,
1,037-26824,Sentinel Peak Resources California LLC,S2641,Montebello,478,03726824,Baldwin,1-4,A,WF,1,02S,12W,SB,03,Main,34.02756831,-118.0848813,opr,83,N,N,N, ,,,
1,037-26825,Sentinel Peak Resources California LLC,S2641,Montebello,478,03726825,Baldwin,1-5,A,WF,1,02S,12W,SB,03,Main,34.02754629,-118.0848615,opr,83,N,N,Y, ,,,
